"convocation","full_name","birthday"
7,"Гержов Юрій Іванович","29.9.1950"
7,"Герман Ганна Миколаївна","24.4.1959"
7,"Гладій Василь Іванович","23.5.1972"
7,"Глазунов Сергій Миколайович","1.9.1958"
7,"Головко Валерій Анатолійович","14.12.1965"
7,"Головко Михайло Йосифович","3.5.1983"
7,"Голуб Олександр Володимирович","19.7.1967"
7,"Гончаров Анатолій Дмитрович","23.12.1949"
7,"Гончаров Сергій Васильович","2.12.1958"
7,"Горіна Ірина Анатоліївна","10.1.1967"
7,"Гордієнко Сергій Володимирович","20.3.1957"
7,"Горохов Сергій Олександрович","20.12.1974"
7,"Гринів Ігор Олексійович","10.3.1961"
7,"Гриневецький Сергій Рафаїлович","25.9.1957"
7,"Гриневич Лілія Михайлівна","13.5.1965"
7,"Гриценко Анатолій Степанович","25.10.1957"
7,"Груба Григорій Іванович","30.3.1954"
7,"Грушевський Віталій Анатолійович","12.4.1971"
7,"Губар Віктор Іванович","26.12.1971"
7,"Гузенко Костянтин Олександрович","21.11.1966"
7,"Гурвіц Едуард Йосипович","30.1.1948"
7,"Данілов Віталій Богданович","10.6.1967"
7,"Даценко Леонід Миколайович","28.7.1963"
7,"Дейч Борис Давидович","23.8.1938"
7,"Демішкан Володимир Федорович","16.11.1949"
7,"Демедюк Василь Харитонович","18.8.1957"
7,"Демидко Володимир Миколайович","12.2.1952"
7,"Демянко Микола Іванович","1.7.1947"
7,"Денісова Людмила Леонтіївна","6.7.1960"
7,"Денисенко Анатолій Петрович","10.3.1971"
7,"Дерев’янко Юрій Богданович","7.5.1973"
7,"Деревляний Василь Тимофійович","23.8.1962"
7,"Деркач Андрій Леонідович","19.8.1967"
7,"Джемілєв Мустафа","13.11.1943"
7,"Джига Микола Васильович","15.5.1949"
7,"Дзарданов Микола Сергійович","27.5.1953"
7,"Дзензерський Денис Вікторович","22.12.1978"
7,"Дзоз Віталіна Олексіївна","16.11.1955"
7,"Дирів Анатолій Борисович","1.2.1970"
7,"Дмитрук Микола Ілліч","23.2.1961"
7,"Добкін Дмитро Маркович","8.1.1975"
7,"Долженков Олександр Валерійович","26.4.1983"
7,"Домбровський Олександр Георгійович","7.7.1962"
7,"Доній Олександр Сергійович","13.8.1969"
7,"Донець Тетяна Анатоліївна","11.7.1980"
7,"Дорохов Антон Миколайович","25.10.1976"
7,"Дубіль Валерій Олександрович","26.9.1973"
7,"Дубневич Ярослав Васильович","7.8.1969"
7,"Дубовой Олександр Федорович","11.3.1976"
7,"Дудка Володимир Володимирович","21.3.1972"
7,"Дудка Олександр Іванович","17.8.1962"
7,"Дунаєв Сергій Володимирович","19.8.1973"
7,"Жванія Давид Важаєвич","20.7.1967"
7,"Жеваго Костянтин Валентинович","7.1.1974"
7,"Жеребнюк Віктор Миколайович","21.7.1970"
7,"Жук Микола Васильович","26.11.1979"
7,"Журавський Віталій Станіславович","8.5.1955"
7,"Забзалюк Роман Омелянович","18.7.1960"
7,"Заболотний Григорій Михайлович","6.1.1952"
7,"Задорожний Вячеслав Казимирович","6.3.1955"
7,"Зарубінський Олег Олександрович","26.10.1963"
7,"Зац Олександр Вікторович","8.9.1976"
7,"Звягільський Юхим Леонідович","20.2.1933"
7,"Зелик Руслан Богданович","16.5.1965"
7,"Зубик Володимир Володимирович","28.2.1958"
7,"Зубко Геннадій Григорович","27.9.1967"
7,"Зубчевський Олександр Петрович","30.6.1979"
7,"Ківалов Сергій Васильович","1.5.1954"
7,"Кілінкаров Спірідон Павлович","14.9.1968"
7,"Кінах Анатолій Кирилович","4.8.1954"
7,"Кіссе Антон Іванович","10.10.1958"
7,"Кайда Олексій Петрович","27.2.1971"
7,"Калєтнік Ігор Григорович","16.7.1972"
7,"Калетнік Григорій Миколайович","2.5.1949"
7,"Калетник Оксана Миколаївна","10.12.1972"
7,"Кальцев Сергій Федорович","20.4.1960"
7,"Кальченко Валерій Михайлович","24.2.1947"
7,"Калюжний Віталій Анатолійович","20.11.1979"
7,"Канівець Олег Леонідович","3.6.1963"
7,"Каплін Сергій Миколайович","15.12.1979"
7,"Карпунцов Валерій Віталійович","15.6.1978"
7,"Карташов Євген Григорович","1.1.1942"
7,"Катеринчук Микола Дмитрович","19.11.1967"
7,"Кацуба Володимир Михайлович","14.7.1957"
7,"Кацуба Сергій Володимирович","20.11.1978"
7,"Кий Сергій Вікторович","21.12.1969"
7,"Кириленко Іван Григорович","2.10.1956"
7,"Кириленко В’ячеслав Анатолійович","7.6.1968"
7,"Кириленко Павло Веніамінович","29.9.1976"
7,"Клімов Леонід Михайлович","31.3.1953"
7,"Кличко Віталій Володимирович","19.7.1971"
7,"Клюєв Сергій Петрович","19.8.1969"
7,"Княжицький Микола Леонідович","2.6.1968"
7,"Князевич Руслан Петрович","28.6.1974"
7,"Коваль Олександр Іванович","27.12.1959"
7,"Ковальчук Віталій Анатолійович","23.5.1969"
7,"Ковач Василь Ілліч","10.6.1956"
7,"Кожара Леонід Олександрович","14.1.1963"
7,"Кожем’якін Андрій Анатолійович","13.11.1965"
7,"Козуб Олександр Андрійович","8.6.1956"
7,"Колганова Олена Валеріївна","9.12.1969"
7,"Колесніков Борис Вікторович","25.10.1962"
7,"Колесніченко Вадим Васильович","21.3.1958"
7,"Кондратюк Олена Костянтинівна","17.11.1970"
7,"Корж Павло Петрович","13.11.1953"
7,"Коржев Анатолій Леонідович","7.10.1944"
7,"Корнійчук Олександр Олександрович","30.5.1973"
7,"Королюк Валентин Анатолійович","18.11.1963"
7,"Котеляк Лідія Леонідівна","13.1.1963"
7,"Кошулинський Руслан Володимирович","9.9.1969"
7,"Кравчук Василь Петрович","18.11.1967"
7,"Кривецький Ігор Ігорович","9.8.1972"
7,"Круглов Микола Петрович","10.11.1950"
7,"Крук Юрій Борисович","2.6.1941"
7,"Крутій Віталій Іванович","8.3.1967"
7,"Кубів Степан Іванович","19.3.1962"
7,"Кудря Володимир Іларіонович","17.10.1948"
7,"Кужель Олександра Володимирівна","4.7.1953"
7,"Кузьменко Сергій Анатолійович","22.1.1975"
7,"Кузьмук Олександр Іванович","17.4.1954"
7,"Кулініч Олег Іванович","25.11.1966"
7,"Куніцин Сергій Володимирович","27.7.1960"
7,"Кунченко Олексій Петрович","23.12.1952"
7,"Купрейчик Ірина Валеріївна","12.6.1971"
7,"Купчак Володимир Романович","7.4.1978"
7,"Куренной Володимир Костянтинович","2.8.1967"
7,"Куровський Іван Іванович","28.6.1951"
7,"Курпіль Степан Володимирович","23.7.1959"
7,"Кутовий Вячеслав Григорович","24.4.1971"
7,"Кутовий Тарас Вікторович","25.2.1976"
7,"Кучерук Микола Герасимович","29.5.1960"
7,"Лабазюк Сергій Петрович","4.6.1980"
7,"Лабунська Анжеліка Вікторівна","2.11.1967"
7,"Лавринович Олександр Володимирович","28.6.1956"
7,"Ландик Валентин Іванович","22.11.1946"
7,"Ланьо Михайло Іванович","17.11.1964"
7,"Лебедєв Павло Валентинович","12.7.1962"
7,"Левченко Микола Олександрович","16.10.1979"
7,"Левченко Ольга Володимирівна","30.9.1959"
7,"Ледовських Олена Володимирівна","6.4.1960"
7,"Лелюк Олексій Володимирович","30.11.1969"
7,"Леонов Едуард Володимирович","3.2.1974"
7,"Литвин Володимир Михайлович","28.4.1956"
7,"Литвинов Леонід Федорович","7.7.1944"
7,"Лопачак Маркіян Романович","10.6.1980"
7,"Лук’янов Владислав Валентинович","21.2.1964"
7,"Лук’янчук Руслан Валерійович","19.3.1972"
7,"Лукашук Олег Григорович","1.6.1951"
7,"Лунченко Валерій Валерійович","13.10.1982"
7,"Луценко Ірина Степанівна","7.2.1966"
7,"Льовочкіна Юлія Володимирівна","17.2.1977"
7,"Любоненко Юрій Вікторович","12.4.1950"
7,"Лютікова Валентина Іванівна","4.10.1953"
7,"Ляпіна Ксенія Михайлівна","5.5.1964"
7,"Ляшко Олег Валерійович","3.12.1972"
7,"Мірошниченко Ігор Михайлович","20.2.1976"
7,"Мірошниченко Юрій Романович","3.2.1970"
7,"Міщенко Андрій Миколайович","1.1.1973"
7,"Міщенко Сергій Григорович","13.8.1971"
7,"Макеєнко Володимир Володимирович","17.8.1965"
7,"Макул Леонід Якович","25.6.1958"
7,"Малишев Володимир Степанович","26.7.1950"
7,"Мальцев Володимир Олександрович","20.4.1974"
7,"Марков Ігор Олегович","18.1.1973"
7,"Мармазов Євген Васильович","14.6.1938"
7,"Мартиненко Микола Володимирович","12.1.1961"
7,"Мартинюк Адам Іванович","16.8.1950"
7,"Мартинюк Леонтій Святославович","22.7.1971"
7,"Мартиняк Сергій Васильович","4.3.1971"
7,"Мартовицький Артур Володимирович","16.6.1964"
7,"Марцінків Руслан Романович","22.11.1979"
7,"Матіос Марія Василівна","19.12.1959"
7,"Матвієнков Сергій Анатолійович","16.11.1957"
7,"Матвєєв Валентин Григорович","28.3.1943"
7,"Махніцький Олег Ігорович","15.3.1970"
7,"Медуниця Олег Вячеславович","27.7.1971"
7,"Медяник Володимир Юрійович","13.6.1970"
7,"Мельник Євген Іванович","14.5.1956"
7,"Мельник Станіслав Анатолійович","11.7.1961"
7,"Мельниченко Володимир Володимирович","1.2.1965"
7,"Мельничук Лариса Юріївна","23.3.1962"
7,"Меріков Вадим Іванович","23.2.1976"
7,"Миримський Лев Юлійович","2.4.1960"
7,"Мирний Іван Миколайович","6.7.1954"
7,"Мирний Олександр Борисович","31.1.1961"
7,"Мироненко Михайло Іванович","16.11.1954"
7,"Мисик Володимир Юрійович","31.1.1965"
7,"Михайленко Ольга Дмитрівна","23.9.1956"
7,"Михальчишин Юрій Адріянович","14.11.1982"
7,"Молоток Ігор Федорович","4.6.1967"
7,"Момот Олександр Іванович","12.6.1956"
7,"Морозенко Євгеній Вадимович","19.11.1958"
7,"Москаленко Ярослав Миколайович","28.4.1975"
7,"Москаль Геннадій Геннадійович","11.12.1950"
7,"Мохник Андрій Володимирович","15.6.1972"
7,"Мочков Олександр Борисович","27.5.1981"
7,"Мошак Сергій Миколайович","22.9.1965"
7,"Мошенський Валерій Захарович","1.6.1957"
7,"Мураєв Євгеній Володимирович","2.12.1976"
7,"Мхітарян Нвєр Мнацаканович","16.6.1960"
7,"Наконечний Володимир Леонтієвич","20.6.1952"
7,"Наливайченко Валентин Олександрович","8.6.1966"
7,"Негой Федір Федорович","9.3.1958"
7,"Немілостівий Віталій Олександрович","26.4.1968"
7,"Немиря Григорій Михайлович","5.4.1960"
7,"Нетецька Олена Анатоліївна","27.10.1972"
7,"Нечаєв Олександр Ігоревич","15.6.1963"
7,"Ничипоренко Валентин Миколайович","25.2.1961"
7,"Новак Наталія Василівна","21.11.1955"
7,"Новинський Вадим Владиславович","3.6.1963"
7,"Одарченко Юрій Віталійович","5.4.1960"
7,"Олійник Володимир Миколайович","16.4.1957"
7,"Омельченко Валерій Павлович","4.10.1980"
7,"Омельянович Денис Сергійович","17.7.1977"
7,"Онищенко Олександр Романович","31.3.1969"
7,"Опанащенко Михайло Володимирович","12.12.1977"
7,"Оробець Леся Юріївна","3.5.1982"
7,"Осауленко Тарас Володимирович","13.2.1964"
7,"Остапчук Віктор Миколайович","16.5.1955"
7,"Осуховський Олег Іванович","18.6.1978"
7,"Пінчук Андрій Павлович","26.1.1980"
7,"Павелко Андрій Васильович","7.10.1975"
7,"Павленко Ростислав Миколайович","19.8.1976"
7,"Павлов Костянтин Юрійович","12.1.1973"
7,"Павловський Андрій Михайлович","25.5.1965"
7,"Пазиняк Василь Степанович","26.3.1966"
7,"Паламарчук Микола Петрович","25.4.1954"
7,"Палатний Артур Леонідович","15.7.1973"
7,"Палиця Ігор Петрович","10.12.1972"
7,"Панькевич Олег Ігорович","21.7.1972"
7,"Парасків Олег Дмитрович","14.4.1966"
7,"Парубій Андрій Володимирович","31.1.1971"
7,"Парубок Омелян Никонович","21.1.1940"
7,"Пацкан Валерій Васильович","21.4.1975"
7,"Пашинський Сергій Володимирович","14.10.1966"
7,"Петренко Павло Дмитрович","17.7.1979"
7,"Петьовка Василь Васильович","30.1.1967"
7,"Пехов Володимир Анатолійович","4.1.1969"
7,"Пилипенко Володимир Пилипович","27.7.1977"
7,"Пилипишин Віктор Петрович","6.4.1961"
7,"Пинзеник Віктор Михайлович","15.4.1954"
7,"Писаренко Валерій Володимирович","8.7.1980"
7,"Пишний Андрій Григорович","26.10.1974"
7,"Побер Ігор Миколайович","17.12.1968"
7,"Повалій Таїсія Миколаївна","10.12.1964"
7,"Полочанінов Володимир Геннадійович","25.4.1974"
7,"Поляков Василь Леонідович","2.3.1972"
7,"Поляченко Юрій Володимирович","20.2.1963"
7,"Пономарьов Андрій Вікторович","2.7.1961"
7,"Пономарьов Олександр Сергійович","7.1.1962"
7,"Попеску Іван Васильович","16.4.1964"
7,"Поплавський Михайло Михайлович","28.11.1949"
7,"Порошенко Петро Олексійович","26.9.1965"
7,"Прасолов Ігор Миколайович","4.2.1962"
7,"Пресман Олександр Семенович","10.4.1961"
7,"Пригодський Антон Вікентійович","17.3.1950"
7,"Присяжнюк Олександр Андрійович","1.2.1986"
7,"Продан Оксана Петрівна","16.4.1974"
7,"Продивус Володимир Степанович","8.12.1962"
7,"Путілов Андрій Станіславович","7.7.1971"
7,"Пшонка Артем Вікторович","19.3.1976"
7,"Різаненко Павло Олександрович","12.7.1975"
7,"Развадовський Віктор Йосипович","3.6.1959"
7,"Раупов Рустам Бурханович","15.12.1964"
7,"Ревенко Анатолій Дмитрович","2.11.1952"
7,"Рибак Володимир Васильович","3.10.1946"
7,"Рибаков Ігор Олександрович","14.8.1976"
7,"Риженков Олександр Миколайович","5.6.1950"
7,"Розенко Павло Валерійович","15.7.1970"
7,"Романюк Роман Сергійович","18.10.1961"
7,"Рудьковський Микола Миколайович","18.12.1967"
7,"Рябікін Павло Борисович","6.6.1965"
7,"Сігал Євген Якович","9.5.1955"
7,"Сікора Ольга Мирославівна","24.7.1961"
7,"Сабій Ігор Михайлович","4.9.1976"
7,"Савчук Юрій Петрович","22.9.1967"
7,"Сальдо Володимир Васильович","12.6.1956"
7,"Самойленко Василь Петрович","1.7.1946"
7,"Самойленко Юрій Павлович","19.10.1944"
7,"Сас Сергій Володимирович","7.8.1957"
7,"Святаш Дмитро Володимирович","15.6.1971"
7,"Селіваров Андрій Борисович","25.5.1972"
7,"Семенюк Артем Олексійович","8.8.1983"
7,"Сенченко Андрій Віленович","1.11.1959"
7,"Сергієнко Леонід Григорович","27.4.1955"
7,"Сех Ірина Ігорівна","20.9.1970"
7,"Симоненко Петро Миколайович","1.8.1952"
7,"Сиротюк Олег Мирославович","18.2.1978"
7,"Сиротюк Юрій Миколайович","10.4.1976"
7,"Сич Олександр Максимович","16.7.1964"
7,"Скарбовійчук Руслан Володимирович","16.6.1975"
7,"Скосар Ігор Євгенійович","9.9.1968"
7,"Скубашевський Станіслав Валеріанович","30.5.1949"
7,"Слюз Тетяна Ярославівна","9.4.1965"
7,"Смітюх Григорій Євдокимович","27.2.1961"
7,"Соболєв Сергій Владиславович","5.9.1961"
7,"Солошенко Микола Павлович","14.10.1950"
7,"Сольвар Руслан Миколайович","12.5.1971"
7,"Сорока Микола Петрович","5.8.1952"
7,"Спіріна Ірина Дмитрівна","15.3.1959"
7,"Стаднійчук Роман Васильович","23.7.1980"
7,"Стець Юрій Ярославович","29.12.1975"
7,"Стойко Іван Михайлович","27.4.1961"
7,"Стоян Олександр Миколайович","2.5.1943"
7,"Струк Володимир Олексійович","15.5.1964"
7,"Ступак Іван Іванович","26.3.1960"
7,"Сухий Ярослав Михайлович","26.3.1951"
7,"Сушкевич Валерій Михайлович","14.6.1954"
7,"Тігіпко Сергій Леонідович","13.2.1960"
7,"Табалов Андрій Олександрович","8.1.1978"
7,"Табалов Олександр Миколайович","12.10.1957"
7,"Табачнік Яків Піневич","31.7.1945"
7,"Табачник Дмитро Володимирович","26.11.1963"
7,"Тарасюк Борис Іванович","1.1.1949"
7,"Тедеєв Ельбрус Сосланович","5.12.1974"
7,"Терьохін Сергій Анатолійович","29.9.1963"
7,"Тимошенко Віктор Анатолійович","13.9.1969"
7,"Тихонов Віктор Миколайович","5.3.1949"
7,"Ткачук Геннадій Віталійович","27.8.1968"
7,"Томенко Микола Володимирович","11.12.1964"
7,"Топалов Сергій Валерійович","15.8.1965"
7,"Труханов Геннадій Леонідович","17.1.1965"
7,"Турманов Віктор Іванович","15.8.1945"
7,"Турчинов Олександр Валентинович","31.3.1964"
7,"Тягнибок Андрій Ярославович","26.2.1973"
7,"Тягнибок Олег Ярославович","7.11.1968"
7,"Фірсов Єгор Павлович","1.12.1988"
7,"Фаєрмарк Сергій Олександрович","14.3.1962"
7,"Фабрикант Світлана Самуілівна","16.6.1967"
7,"Фаріон Ірина Дмитрівна","29.4.1964"
7,"Федорук Микола Трохимович","20.3.1954"
7,"Федорчук Ярослав Петрович","22.10.1936"
7,"Федоряк Геннадій Дмитрович","13.7.1966"
7,"Фельдман Олександр Борисович","6.1.1960"
7,"Фищук Олександр Георгійович","12.1.1958"
7,"Фурман Олексій Юрійович","4.5.1969"
7,"Фурсін Іван Геннадійович","16.9.1971"
7,"Ханенко Святослав Михайлович","23.8.1953"
7,"Хміль Михайло Михайлович","11.5.1973"
7,"Хмельницький Василь Іванович","10.9.1966"
7,"Хомутиннік Віталій Юрійович","4.8.1976"
7,"Царьов Олег Анатолійович","2.6.1970"
7,"Цибенко Петро Степанович","5.6.1949"
7,"Циркін Ігор Маркович","6.9.1974"
7,"Чернега Роман Тарасович","1.11.1979"
7,"Черняков Валерій Вікторович","13.11.1966"
7,"Чертков Юрій Дмитрович","16.5.1962"
7,"Чечетов Михайло Васильович","3.10.1953"
7,"Чорна Галина Михайлівна","18.11.1967"
7,"Чорноволенко Олександр Віленович","28.3.1955"
7,"Чуб Володимир Євгенович","30.9.1956"
7,"Чубатенко Олександр Миколайович","11.11.1960"
7,"Чугунніков Віталій Семенович","21.5.1974"
7,"Чудновський Віталій Олегович","8.11.1969"
7,"Чумак Віктор Васильович","5.6.1958"
7,"Шаблатович Олег Миколайович","27.4.1979"
7,"Шаповалов Юрій Анатолійович","14.3.1972"
7,"Шаров Ігор Федорович","10.8.1961"
7,"Шатворян Вілен Григорович","14.3.1981"
7,"Швайка Ігор Олександрович","25.2.1976"
7,"Швець Віктор Дмитрович","6.1.1954"
7,"Шевченко Андрій Віталійович","10.6.1976"
7,"Шевченко Олександр Оксеньтійович","26.6.1937"
7,"Шевченко Олександр Леонідович","8.4.1971"
7,"Шевчук Олег Борисович","2.1.1968"
7,"Шенцев Дмитро Олексійович","28.11.1964"
7,"Шипко Андрій Федорович","26.3.1970"
7,"Шкіря Ігор Миколайович","20.8.1965"
7,"Шкварилюк Володимир Васильович","9.7.1974"
7,"Шлемко Дмитро Васильович","24.1.1950"
7,"Шпенов Дмитро Юрійович","20.12.1978"
7,"Шугало Роман Васильович","27.12.1986"
7,"Шульга Володимир Петрович","29.3.1973"
7,"Шуфрич Нестор Іванович","1.1.1966"
7,"Щербань Артем Володимирович","27.5.1974"
7,"Яворівський Володимир Олександрович","11.10.1942"
7,"Янків Ігор Тарасович","27.8.1971"
7,"Янукович Віктор Вікторович","16.7.1981"
7,"Ярема Віталій Григорович","14.10.1963"
7,"Яценко Антон Володимирович","13.7.1977"
7,"Яценюк Арсеній Петрович","22.5.1974"
8,"Євлахов Анатолій Сергійович","14.4.1981"
8,"Євтушок Сергій Миколайович","13.11.1973"
8,"Єдаков Ярослав Юрійович","25.1.1976"
8,"Єднак Остап Володимирович","21.11.1980"
8,"Єленський Віктор Євгенович","26.3.1957"
8,"Ємець Леонід Олександрович","30.8.1979"
8,"Єремеєв Ігор Миронович","3.4.1968"
8,"Єфімов Максим Вікторович","1.11.1974"
8,"Єфремова Ірина Олексіївна","26.3.1959"
8,"Іванчук Андрій Володимирович","16.6.1973"
8,"Івахів Степан Петрович","24.1.1968"
8,"Івченко Вадим Євгенович","29.1.1980"
8,"Іллєнко Андрій Юрійович","24.6.1987"
8,"Ільюк Артем Олександрович","17.4.1979"
8,"Іонова Марія Миколаївна","31.5.1978"
8,"Іоффе Юлій Якович","10.12.1940"
8,"Іщейкін Костянтин Євгенович","11.9.1975"
8,"Іщенко Валерій Олександрович","11.11.1973"
8,"Абдуллін Олександр Рафкатович","29.6.1962"
8,"Аваков Арсен Борисович","2.1.1964"
8,"Алєксєєв Сергій Олегович","9.2.1977"
8,"Алексєєв Ігор Сергійович","23.4.1986"
8,"Амельченко Василь Васильович","28.11.1962"
8,"Андрієвський Дмитро Йосипович","6.1.1967"
8,"Антонищак Андрій Федорович","23.6.1969"
8,"Ар’єв Володимир Ігорович","31.3.1975"
8,"Арешонков Володимир Юрійович","17.12.1957"
8,"Артеменко Андрій Вікторович","14.1.1969"
8,"Артюшенко Ігор Андрійович","21.9.1984"
8,"Атрошенко Владислав Анатолійович","5.12.1968"
8,"Білецький Андрій Євгенійович","5.8.1979"
8,"Білий Олексій Петрович","1.5.1961"
8,"Біловол Олександр Миколайович","11.1.1962"
8,"Білозір Оксана Володимирівна","30.5.1957"
8,"Білоцерковець Дмитро Олександрович","21.2.1986"
8,"Бєлькова Ольга Валентинівна","16.6.1975"
8,"Бабій Юрій Юрійович","18.11.1977"
8,"Бабак Альона Валеріївна","27.9.1969"
8,"Бабенко Валерій Борисович","2.2.1964"
8,"Бакулін Євген Миколайович","26.9.1956"
8,"Бакуменко Олександр Борисович","29.4.1959"
8,"Балицький Євген Віталійович","10.12.1969"
8,"Балога Іван Іванович","10.11.1966"
8,"Балога Віктор Іванович","15.6.1963"
8,"Балога Павло Іванович","27.5.1977"
8,"Бандуров Володимир Володимирович","6.5.1973"
8,"Барвіненко Віталій Дмитрович","3.6.1981"
8,"Барна Олег Степанович","18.4.1967"
8,"Барна Степан Степанович","9.10.1979"
8,"Батенко Тарас Іванович","20.6.1974"
8,"Бахтеєва Тетяна Дмитрівна","27.11.1953"
8,"Безбах Яків Якович","8.9.1957"
8,"Бендюженко Федір Володимирович","23.7.1982"
8,"Береза Борислав Юхимович","13.6.1974"
8,"Береза Юрій Миколайович","8.2.1970"
8,"Березенко Сергій Іванович","11.4.1984"
8,"Березкін Станіслав Семенович","12.5.1959"
8,"Березюк Олег Романович","8.10.1969"
8,"Бобов Геннадій Борисович","15.11.1965"
8,"Богдан Руслан Дмитрович","28.1.1972"
8,"Богомолець Ольга Вадимівна","22.3.1966"
8,"Богуслаєв Вячеслав Олександрович","28.10.1938"
8,"Бойко Олена Петрівна","7.8.1972"
8,"Бойко Юрій Анатолійович","9.10.1958"
8,"Бондар Віктор Васильович","5.11.1975"
8,"Бондар Михайло Леонтійович","17.11.1973"
8,"Брензович Василь Іванович","25.4.1964"
8,"Бригинець Олександр Михайлович","14.4.1962"
8,"Бриченко Ігор Віталійович","7.7.1970"
8,"Бублик Юрій Васильович","1.12.1973"
8,"Буглак Юрій Олександрович","7.2.1965"
8,"Бурбак Максим Юрійович","13.1.1976"
8,"Бухарєв Владислав Вікторович","14.3.1969"
8,"Вілкул Олександр Юрійович","24.5.1974"
8,"Вінник Іван Юлійович","3.1.1979"
8,"Вітко Артем Леонідович","31.1.1983"
8,"Вадатурський Андрій Олексійович","11.4.1973"
8,"Валентиров Сергій Васильович","7.8.1978"
8,"Ванат Петро Михайлович","28.1.1938"
8,"Васюник Ігор Васильович","1.8.1969"
8,"Велікін Олег Маркович","6.5.1971"
8,"Величкович Микола Романович","18.11.1972"
8,"Веселова Наталія Василівна","27.8.1975"
8,"Висоцький Сергій Віталійович","10.7.1985"
8,"Власенко Сергій Володимирович","7.3.1967"
8,"Вовк Віктор Іванович","20.5.1962"
8,"Вознюк Юрій Володимирович","31.1.1980"
8,"Войціцька Вікторія Михайлівна","27.11.1974"
8,"Войцеховська Світлана Михайлівна","12.9.1959"
8,"Воропаєв Юрій Миколайович","10.1.1955"
8,"Вощевський Валерій Миколайович","12.6.1956"
8,"Гіршфельд Анатолій Мусійович","7.8.1957"
8,"Гєллєр Євгеній Борисович","12.5.1974"
8,"Гаврилюк Михайло Віталійович","15.8.1979"
8,"Галасюк Віктор Валерійович","28.8.1981"
8,"Гальченко Андрій Володимирович","13.7.1971"
8,"Гарбуз Юрій Григорійович","18.11.1971"
8,"Гвоздьов Михайло Олексійович","18.11.1973"
8,"Герасимов Артур Володимирович","23.8.1972"
8,"Геращенко Ірина Володимирівна","15.5.1971"
8,"Геращенко Антон Юрійович","10.2.1979"
8,"Герега Олександр Володимирович","27.6.1967"
8,"Головко Михайло Йосифович","3.5.1983"
8,"Голуб Владислав Володимирович","22.4.1983"
8,"Голубов Дмитро Іванович","16.10.1983"
8,"Гончаренко Олексій Олексійович","16.9.1980"
8,"Гопко Ганна Миколаївна","4.3.1982"
8,"Горбунов Олександр Володимирович","13.2.1969"
8,"Горват Роберт Іванович","17.2.1969"
8,"Гордєєв Андрій Анатолійович","13.6.1983"
8,"Грановський Олександр Михайлович","25.12.1979"
8,"Гринів Ігор Олексійович","10.3.1961"
8,"Гриневич Лілія Михайлівна","13.5.1965"
8,"Гройсман Володимир Борисович","20.1.1978"
8,"Гудзенко Віталій Іванович","15.7.1971"
8,"Гузь Ігор Володимирович","11.1.1982"
8,"Гулак Олександр Миколайович","6.10.1972"
8,"Гуляєв Василь Олександрович","3.9.1963"
8,"Гусак Володимир Георгійович","21.11.1974"
8,"Діденко Ігор Анатолійович","8.2.1967"
8,"Дідич Валентин Володимирович","11.10.1957"
8,"Давиденко Валерій Миколайович","16.3.1973"
8,"Данілін Владислав Юрійович","2.3.1983"
8,"Данченко Олександр Іванович","14.11.1974"
8,"Дейдей Євген Сергійович","12.7.1987"
8,"Демчак Руслан Євгенійович","5.7.1974"
8,"Денісова Людмила Леонтіївна","6.7.1960"
8,"Денисенко Анатолій Петрович","10.3.1971"
8,"Денисенко Андрій Сергійович","1.1.1973"
8,"Денисенко Вадим Ігорович","7.4.1974"
8,"Дерев’янко Юрій Богданович","7.5.1973"
8,"Деркач Андрій Леонідович","19.8.1967"
8,"Дехтярчук Олександр Володимирович","17.8.1971"
8,"Джемілєв Мустафа","13.11.1943"
8,"Дзензерський Денис Вікторович","22.12.1978"
8,"Дзюблик Павло Володимирович","18.9.1979"
8,"Дирів Анатолій Борисович","1.2.1970"
8,"Дмитренко Олег Миколайович","17.10.1973"
8,"Добкін Дмитро Маркович","8.1.1975"
8,"Добкін Михайло Маркович","26.1.1970"
8,"Добродомов Дмитро Євгенович","13.1.1977"
8,"Довбенко Михайло Володимирович","31.10.1954"
8,"Довгий Олесь Станіславович","1.11.1980"
8,"Долженков Олександр Валерійович","26.4.1983"
8,"Домбровський Олександр Георгійович","7.7.1962"
8,"Донець Тетяна Анатоліївна","11.7.1980"
8,"Драюк Сергій Євсейович","18.6.1953"
8,"Дроздик Олександр Валерійович","14.6.1983"
8,"Дубіль Валерій Олександрович","26.9.1973"
8,"Дубінін Олександр Іванович","16.5.1959"
8,"Дубневич Богдан Васильович","10.5.1962"
8,"Дубневич Ярослав Васильович","7.8.1969"
8,"Дунаєв Сергій Володимирович","19.8.1973"
8,"Жданов Ігор Олександрович","29.12.1967"
8,"Жеваго Костянтин Валентинович","7.1.1974"
8,"Жолобецький Олександр Олександрович","24.4.1966"
8,"Журжій Андрій Валерійович","19.3.1978"
8,"Заболотний Григорій Михайлович","6.1.1952"
8,"Загорій Гліб Володимирович","21.8.1976"
8,"Заліщук Світлана Петрівна","24.10.1982"
8,"Заружко Валерія Леонідівна","2.12.1978"
8,"Заставний Роман Йосипович","1.5.1972"
8,"Зварич Роман Михайлович","20.11.1953"
8,"Звягільський Юхим Леонідович","20.2.1933"
8,"Зубач Любомир Львович","21.1.1978"
8,"Зубик Володимир Володимирович","28.2.1958"
8,"Ківалов Сергій Васильович","1.5.1954"
