deputat,perc_for,votes_for,tvo,oblast,year,info,proposed,registration,gender,age,birthday,job,city_living,party,tvo_pres,pres_candidate,pres_perc_for,pres_votes_for,winner,average_age,pop_change,region_ideology,previous,ever,funding,power_status,party_ideology,prop_election_forecast
Трюхан Вадим Валерійович,NA,NA,179,Харківська область,2019,"народився 9 сiчня 1972 року в селі Піскошине Веселівського району Запорізької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДЯНСЬКИЙ РУХ ""ХВИЛЯ"".",політична партія громадянський рух хвиля,22.06.2019,M,47,9.1.1972,тимчасово не працює,проживає в місті Києві,безпартійний,179,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Чернов Сергій Іванович,NA,NA,179,Харківська область,2019,"народився 22 серпня 1961 року в місті Красноград Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Харківська обласна рада, безпартійний, проживає в місті Харкові, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,25.06.2019,M,58,22.8.1961,голова,проживає в місті Харкові,безпартійний,179,Вілкул Олександр,5.95462728002256,5491,NA,41.4,-2.2,blue,0,0,0,no,blue,NA
Біловол Олександр Миколайович,NA,NA,180,Харківська область,2019,"народився 11 сiчня 1962 року в селі Мурафа Краснокутського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Петрівське Краснокутського району Харківської області, судимість відсутня, самовисування.",самовисування,17.06.2019,M,57,11.1.1962,народний депутат України,проживає в селі Петрівське Краснокутського району Харківської області,безпартійний,180,NA,0,0,NA,41.4,-2.2,blue,1,1,38030,no,grey,NA
Воскобойніков Вадим Володимирович,NA,NA,180,Харківська область,2019,"народився 26 листопада 1974 року в місті Біла Церква Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, керівник, логістична компанія ""Римарка"" (Італія), логістична компанія ""Акросс Делівері"" (Польща), безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,25.06.2019,M,45,26.11.1974,керівник,проживає в місті Харкові,безпартійний,180,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Гордієнко Богдан Володимирович,NA,NA,180,Харківська область,2019,"народився 2 грудня 1993 року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Валки Валківського району Харківської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".",політична партія радикальна партія олега ляшка,24.06.2019,M,26,2.12.1993,тимчасово не працює,проживає в місті Валки Валківського району Харківської області,політична партія радикальна партія олега ляшка,180,Ляшко Олег,7.34636499145631,6062,NA,41.4,-2.2,blue,0,0,0,no,orange,NA
Діденко Олег Валентинович,NA,NA,180,Харківська область,2019,"народився 23 листопада 1973 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор з проблемної заборгованості, газорозподільних систем та роздрібного газопостачання ""Групи Нафтогаз"", НАК ""Нафтогаз України"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,25.06.2019,M,46,23.11.1973,директор з проблемної заборгованості,проживає в місті Києві,безпартійний,180,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Кравцов Іван Анатолійович,NA,NA,180,Харківська область,2019,"народився 26 вересня 1979 року в селі Колонтаїв Краснокутського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, СФГ ""Кравцових"", член Політичної партії ""Європейська Солідарність"", проживає в селі Колонтаїв Краснокутського району Харківської області, судимість відсутня, суб’єкт висування – Політична партія ""Європейська Солідарність"".",політична партія європейська солідарність,24.06.2019,M,40,26.9.1979,заступник голови,проживає в селі Колонтаїв Краснокутського району Харківської області,політична партія європейська солідарність,180,Порошенко Петро,7.64084976429099,6305,NA,41.4,-2.2,blue,0,0,0,no,orange,8.3
Красов Олексій Ігорович,NA,NA,180,Харківська область,2019,"народився 13 листопада 1987 року в мсті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Ярко Інвест"", безпартійний, проживає в місті Харкові, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,25.06.2019,M,32,13.11.1987,директор,проживає в місті Харкові,безпартійний,180,Зеленський Володимир,37.1281069355406,30637,NA,41.4,-2.2,blue,0,0,0,yes,orange,45.5
Личко Микола Дмитрович,NA,NA,180,Харківська область,2019,"народився 10 травня 1954 року в смт Костянтинівка Краснокутського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, пенсіонер, член Аграрної партії України, проживає в смт Костянтинівка Краснокутського району Харківської області, судимість відсутня, суб’єкт висування – Аграрна партія України.",аграрна партія україни,23.06.2019,M,65,10.5.1954,пенсіонер,проживає в смт Костянтинівка Краснокутського району Харківської області,аграрна партія україни,180,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Маслов Микола Миколайович,NA,NA,180,Харківська область,2019,"народився 18 червня 1986 року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,23.06.2019,M,33,18.6.1986,тимчасово не працює,проживає в місті Харкові,безпартійний,180,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Плетньов Володимир Васильович,NA,NA,180,Харківська область,2019,"народився 6 червня 1961 року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Харкові, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,24.06.2019,M,58,6.6.1961,тимчасово не працює,проживає в місті Харкові,політична партія опозиційна платформа  за життя,180,Бойко Юрій,23.8835633869384,19708,NA,41.4,-2.2,blue,0,0,0,no,blue,12
Столяренко Тетяна Михайлівна,NA,NA,180,Харківська область,2019,"народилася 6 жовтня 1981 року в місті Харкові, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, президент, благодійний фонд ""НЕТВОРК ОФ КЕРІНГ"", безпартійнa, проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,22.06.2019,F,38,6.10.1981,президент,проживає в місті Харкові,безпартійний,180,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Сухина Василь Васильович,NA,NA,180,Харківська область,2019,"народився 1 червня 1979 року в селі Горонди Мукачівського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в місті Богодухів Богодухівського району Харківської області, судимість відсутня, самовисування.",самовисування,18.06.2019,M,40,1.6.1979,фізична особа – підприємець,проживає в місті Богодухів Богодухівського району Харківської області,безпартійний,180,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Васіщев Михайло Васильович,NA,NA,181,Харківська область,2019,"народився 15 жовтня 1962 року в селі Васіщево Харківського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, інженер сектору супроводження договорів центру технічної охорони, Управління поліції охорони в Харківській області, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,25.06.2019,M,57,15.10.1962,інженер сектору супроводження договорів центру технічної охорони,проживає в місті Харкові,політична партія всеукраїнське обєднання батьківщина,181,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Казаков Олег Євгенович,NA,NA,181,Харківська область,2019,"народився 21 вересня 1962 року в місті Макіївка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, Харківська районна рада, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,25.06.2019,M,57,21.9.1962,заступник голови,проживає в місті Харкові,безпартійний,181,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Кошеленко Віталій Анатолійович,NA,NA,181,Харківська область,2019,"народився 11 сiчня 1972 року в селі Чемужівка Зміївського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Зміївська районна державна адміністрація, член Політичної партії ""Європейська Солідарність"", проживає в селі Чемужівка Зміївського району Харківської області, судимість відсутня, самовисування.",самовисування,20.06.2019,M,47,11.1.1972,голова,проживає в селі Чемужівка Зміївського району Харківської області,політична партія європейська солідарність,181,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Кузьменко Григорій Іванович,NA,NA,181,Харківська область,2019,"народився 28 серпня 1961 року в селі Попівка Великописарівського району Сумської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, менеджер із збуту, ТОВ ""Поділляагрозахист"", член Аграрної партії України, проживає в селищі Докучаєвське Харківського району Харківської області, судимість відсутня, суб’єкт висування – Аграрна партія України.",аграрна партія україни,23.06.2019,M,58,28.8.1961,менеджер із збуту,проживає в селищі Докучаєвське Харківського району Харківської області,аграрна партія україни,181,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Микиша Дмитро Сергійович,NA,NA,181,Харківська область,2019,"народився 4 вересня 1985 року в місті Мерефа Харківського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник міського голови з питань діяльності виконавчих органів ради, виконавчий комітет Мереф’янської міської ради, безпартійний, проживає в місті Мерефа Харківського району Харківської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,25.06.2019,M,34,4.9.1985,заступник міського голови з питань діяльності виконавчих органів ради,проживає в місті Мерефа Харківського району Харківської області,безпартійний,181,Зеленський Володимир,38.1779179542727,35951,NA,41.4,-2.2,blue,0,0,0,yes,orange,45.5
Мураєва Валерія Олегівна,NA,NA,181,Харківська область,2019,"народилася 10 травня 1977 року в місті Харкові, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""СПЕЦМОНТАЖ"", член ПОЛІТИЧНОЇ ПАРТІЇ ""НАШІ"", проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,15.06.2019,F,42,10.5.1977,директор,проживає в місті Харкові,політична партія наші,181,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Портнов Артем Васильович,NA,NA,181,Харківська область,2019,"народився 9 грудня 1974 року в місті Євпаторія, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, дiльничний офiцер полiцiї, Люботинський ВП Харкiвського ВП ГУНП в Харківській області, безпартійний, проживає в місті Харкові, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ"".",політична партія сила і честь,25.06.2019,M,45,9.12.1974,дiльничний офiцер полiцiї,проживає в місті Харкові,безпартійний,181,Смешко Ігор,3.04671487888538,2869,NA,41.4,-2.2,blue,0,0,0,no,orange,3.9
Сапелкін Микола Сергійович,NA,NA,181,Харківська область,2019,"народився 19 листопада 1991 року в селі Хроли Харківського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""Рентер"", фізична особа – підприємець, член Політичної партії ""Європейська Солідарність"", проживає в селі Хроли Харківського району Харківської області, судимість відсутня, суб’єкт висування – Політична партія ""Європейська Солідарність"".",політична партія європейська солідарність,24.06.2019,M,28,19.11.1991,директор,проживає в селі Хроли Харківського району Харківської області,політична партія європейська солідарність,181,Порошенко Петро,6.89944460373592,6497,NA,41.4,-2.2,blue,0,0,0,no,orange,8.3
Строгий Олександр Федорович,NA,NA,181,Харківська область,2019,"народився 20 лютого 1958 року в селі Геніївка Зміївського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, голова, ""Фермерське господарство Строгова Олександра Федоровича"", безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,21.06.2019,M,61,20.2.1958,голова,проживає в місті Харкові,безпартійний,181,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Фисун Артем Миколайович,NA,NA,181,Харківська область,2019,"народився 15 червня 1983 року в селі Крупин Хмільницького району Вінницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в селищі Пісочин Харківського району Харківської області, судимість відсутня, самовисування.",самовисування,24.06.2019,M,36,15.6.1983,фізична особа – підприємець,проживає в селищі Пісочин Харківського району Харківської області,безпартійний,181,NA,0,0,NA,41.4,-2.2,blue,0,0,0,no,grey,NA
Юрков Володимир Іванович,NA,NA,181,Харківська область,2019,"народився 3 серпня 1970 року в селі Братенеця Богодухівського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ДП ""Іскра"", безпартійний, проживає в місті Зміїв Зміївського району Харківської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,24.06.2019,M,49,3.8.1970,директор,проживає в місті Зміїв Зміївського району Харківської області,безпартійний,181,Бойко Юрій,24.3259315896227,22907,NA,41.4,-2.2,blue,0,0,0,no,blue,12
Білецький Павло Сергійович,NA,NA,182,Херсонська область,2019,"народився 14 жовтня 1983 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в місті Херсоні, судимість відсутня, суб’єкт висування – Політична Партія ""ГОЛОС"".",політична партія голос,22.06.2019,M,36,14.10.1983,фізична особа – підприємець,проживає в місті Херсоні,безпартійний,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,orange,6.6
Бондарук Анатолій Олександрович,NA,NA,182,Херсонська область,2019,"народився 28 грудня 1965 року в селі Володимирівка Приазовського району Запорізької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник військового комісара, Херсонський обласний військовий комісаріат, безпартійний, проживає в місті Херсоні, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ"".",політична партія сила і честь,25.06.2019,M,54,28.12.1965,заступник військового комісара,проживає в місті Херсоні,безпартійний,182,Смешко Ігор,7.31229192220081,6677,NA,40.2,-4.4,grey,0,0,0,no,orange,3.9
Герасимюк Сергій Сергійович,NA,NA,182,Херсонська область,2019,"народився 19 сiчня 1985 року в селі Чорнобаївка Білозерського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ЄВРО БУД СТАНДАРТ"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,21.06.2019,M,34,19.1.1985,директор,проживає в місті Херсоні,безпартійний,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Голінько Сергій Сергійович,NA,NA,182,Херсонська область,2019,"народився 11 липня 1995 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, керівник проектів, ГО ""БФ"" СЛУГА НАРОДУ"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,24.06.2019,M,24,11.7.1995,керівник проектів,проживає в місті Херсоні,безпартійний,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Дмитрієв Сергій Миколайович,NA,NA,182,Херсонська область,2019,"народився 20 лютого 1962 року в місті Дрогобич Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член Політичної партії ""Об’єднання ""САМОПОМІЧ"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – Політична партія ""Об’єднання ""САМОПОМІЧ"".",політична партія обєднання самопоміч,25.06.2019,M,57,20.2.1962,фізична особа – підприємець,проживає в місті Херсоні,політична партія обєднання самопоміч,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,orange,NA
Курілович Віктор Олексійович,NA,NA,182,Херсонська область,2019,"народився 25 червня 1987 року в місті Алма-Ата, Казахстан, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""Хорс"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,21.06.2019,M,32,25.6.1987,директор,проживає в місті Херсоні,безпартійний,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Літвін Валерій Валерійович,NA,NA,182,Херсонська область,2019,"народився 20 лютого 1964 року в cелі Первомайське Бериславського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор з питань захисту економіки, АТ ""Херсонобленерго"", безпартійний, проживає в селі Кринки Олешківського району Херсонської області, судимість відсутня, самовисування.",самовисування,20.06.2019,M,55,20.2.1964,директор з питань захисту економіки,проживає в селі Кринки Олешківського району Херсонської області,безпартійний,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Ложичев Олександр Вікторович,NA,NA,182,Херсонська область,2019,"народився 22 сiчня 1986 року в місті Потсдам, Німеччина, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник міського голови, виконавчий комітет Херсонської міської ради, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,25.06.2019,M,33,22.1.1986,помічник міського голови,проживає в місті Херсоні,політична партія всеукраїнське обєднання свобода,182,Кошулинський Руслан,0.646136323812861,590,NA,40.2,-4.4,grey,0,0,0,no,orange,NA
Мамедов Садіяр Мухтасович,NA,NA,182,Херсонська область,2019,"народився 20 листопада 1974 року в к/с ім. Калініна Янгіюльського району Ташкентської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Євро-стиль"", член політичної партії ""Громадянська позиція"", проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,17.06.2019,M,45,20.11.1974,директор,проживає в місті Херсоні,політична партія громадянська позиція,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Павліш Павло Васильович,NA,NA,182,Херсонська область,2019,"народився 10 грудня 1979 року в селі Вільне Нижньосірогозького району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""Юридична фірма ""Правочин"", безпартійний, проживає в місті Херсоні, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,25.06.2019,M,40,10.12.1979,директор,проживає в місті Херсоні,безпартійний,182,Зеленський Володимир,37.7245049938672,34447,NA,40.2,-4.4,grey,0,0,0,yes,orange,45.5
Предместніков Олег Гарійович,NA,NA,182,Херсонська область,2019,"народився 17 червня 1970 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник начальника, Головне територіальне управління юстиції у Херсонській області, безпартійний, проживає в місті Херсоні, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,24.06.2019,M,49,17.6.1970,перший заступник начальника,проживає в місті Херсоні,безпартійний,182,Тимошенко Юлія,10.0381110916418,9166,NA,40.2,-4.4,grey,0,0,0,no,orange,7.2
Райтаровський Микола Анатолійович,NA,NA,182,Херсонська область,2019,"народився 11 листопада 1965 року в селі Комарівка Бериславського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член ПОЛІТИЧНОЇ ПАРТІЇ ""ВОЛЯ"", проживає в місті Олешки Олешківського району Херсонської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""ВОЛЯ"".",політична партія воля,19.06.2019,M,54,11.11.1965,тимчасово не працює,проживає в місті Олешки Олешківського району Херсонської області,політична партія воля,182,Дерев’янко Юрій,0.133607850008761,122,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Рибаков Олексій Вікторович,NA,NA,182,Херсонська область,2019,"народився 11 лютого 1976 року в місті Йошкар-Ола, Марійська республіка, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член Всеукраїнської партії духовності і патріотизму, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,21.06.2019,M,43,11.2.1976,фізична особа – підприємець,проживає в місті Херсоні,всеукраїнська партія духовності і патріотизму,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Савіна Олена Вікторівна,NA,NA,182,Херсонська область,2019,"народилася 4 лютого 1972 року в місті Нова Каховка Херсонської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, заступник директора, Херсонська загальноосвітня школа І-ІІІ ступенів № 55, член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в смт Комишани міста Херсона, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".",політична партія радикальна партія олега ляшка,24.06.2019,F,47,4.2.1972,заступник директора,проживає в смт Комишани міста Херсона,політична партія радикальна партія олега ляшка,182,Ляшко Олег,2.56811810057824,2345,NA,40.2,-4.4,grey,0,0,0,no,orange,NA
Співаковський Олександр Володимирович,NA,NA,182,Херсонська область,2019,"народився 28 березня 1957 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,14.06.2019,M,62,28.3.1957,народний депутат України,проживає в місті Херсоні,безпартійний,182,NA,0,0,NA,40.2,-4.4,grey,1,1,62570,no,grey,NA
Стремоусов Кирило Сергійович,NA,NA,182,Херсонська область,2019,"народився 26 грудня 1976 року в смт Гольмівський Микитівської райради міста Горлівка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ІА ""ТАВРІЯ-НЬЮС"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,17.06.2019,M,43,26.12.1976,директор,проживає в місті Херсоні,безпартійний,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Ткаченко Павло Павлович,NA,NA,182,Херсонська область,2019,"народився 7 вересня 1989 року в місті Гола Пристань Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,24.06.2019,M,30,7.9.1989,фізична особа – підприємець,проживає в місті Херсоні,безпартійний,182,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Федін Василь Вікторович,NA,NA,182,Херсонська область,2019,"народився 2 листопада 1968 року в місті Кривий Ріг Дніпропетровської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""СМАРТ МАРІТАЙМ ГРУП"", член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,25.06.2019,M,51,2.11.1968,генеральний директор,проживає в місті Херсоні,політична партія опозиційний блок,182,Вілкул Олександр,6.11639214999124,5585,NA,40.2,-4.4,grey,0,0,0,no,blue,NA
Бердник Дініс Володимирович,NA,NA,183,Херсонська область,2019,"народився 26 червня 1980 року в місті Душанбе, Таджикистан, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Тарле"", член Політичної партії ""Об’єднання ""САМОПОМІЧ"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – Політична партія ""Об’єднання ""САМОПОМІЧ"".",політична партія обєднання самопоміч,18.06.2019,M,39,26.6.1980,директор,проживає в місті Херсоні,політична партія обєднання самопоміч,183,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,orange,NA
Бережна Зоя Яківна,NA,NA,183,Херсонська область,2019,"народилася 3 жовтня 1961 року в селі Залазько Камінь-Каширського району Волинської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, президент, Херсонська міська громадська організація ""Жіночий клуб ""Ініціатива"", безпартійнa, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,21.06.2019,F,58,3.10.1961,президент,проживає в місті Херсоні,безпартійний,183,NA,0,0,NA,40.2,-4.4,grey,0,0,0,no,grey,NA
Білоковиленко Сергій Павлович,NA,NA,183,Херсонська область,2019,"народився 8 вересня 1969 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, КП ""Парки Херсона"", член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".",політична партія радикальна партія олега ляшка,24.06.2019,M,50,8.9.1969,директор,проживає в місті Херсоні,політична партія радикальна партія олега ляшка,183,Ляшко Олег,4.09584657461439,3699,NA,40.2,-4.4,grey,0,0,0,no,orange,NA
